Hot_chr	Hot_start	Hot_end	Hot_GC	Min_rec	Mean_rec	Max_rec	hot_count_Western	hot_count_A1	hot_count_E1	hot_count_Pt1	hot_count_total	Cold_chr	Cold_start	Cold_end	Cold_GC	Min_rec	Mean_rec	Max_rec	cold_count_Western	cold_count_A1	cold_count_E1	cold_count_Pt1	cold_count_total
chr9	109485000	109488000	57.15	0.00	1.65862816896922	3.44945004945598	0	0	0	0	0	chr9	1504610						0	0	0	0	0
chr9	109791000	109793000	44.68	0.00	1.55807050418548	3.6964104046245	1	0	0	0	1	chr9	109756001	109758000	44.6	0	0.0599612452242762	0.0600547958738387	0	0	0	1	1
chr9	110220000	110224000	33.47	0.00	6.00477101340491	6.13039001848455	2	1	5	0	8	chr9	110173001	110177000	34.135	0.5	0.0463500155732698	0.0463500374091353	0	2	3	2	7
chr9	110242000	110245000	38.29	0.00	7.50140062015421	13.5116097561012	1	1	0	0	2	chr9	110325001	110328000	38.5	0	0.584270545354868	0.619909827337634	0	0	1	0	1
chr9	110289000	110292000	29.96	0.00	6.04413322700754	7.49002048417117	0	0	0	0	0	chr9	110216001	110219000	29.7	0	0.0120902337584873	0.0123200527743479	0	0	0	0	0
chr9	110741000	110742000	40.56	0.00	1.88678672127166	9.42624148606805	0	0	0	1	1	chr9	110667001	110668000	40.6	0	0.0209186079548284	0.0505586854459251	0	0	0	0	0
chr9	110750000	110753000	42.79	0.00	4.03765727288613	6.72982098765513	0	1	1	0	2	chr9	110734001	110737000	42.6	0	0.00968292964613534	0.0282230117096789	1	1	0	0	2
chr9	111110000	111112000	43.33	0.00	3.15301791459497	10.4437192982451	0	0	2	0	2	chr9	111034001	111036000	43.35	0	0.0647496912308746	0.0647496912308746	0	1	0	1	2
chr9	111120000	111123000	45.60	0.40	6.69804835866795	6.69844023819645	0	0	0	0	0	chr9	111050001	111053000	45.5166666666667	0.333333333333333	0.000459946828331614	0.000460462571527819	1	3	1	0	5
chr9	111277000	111282000	39.39	0.00	9.66077139194502	15.3359799999998	1	0	0	3	4	chr9	111342001	111347000	39.784	4.64	0.311682580758762	0.311825630051319	2	0	0	1	3
chr9	111800000	111802000	38.13	0.00	0.827401451564979	5.4992399999901	0	0	2	1	3	chr9	111895001	111897000	38.15	0	0.206074485189059	0.247765399391808	0	0	0	0	0
chr9	111864000	111866000	45.58	0.00	20.1807481787644	20.7532916666651	0	0	0	0	0	chr9	111786001	111788000	45.9	0	0.212280131004402	0.212280131004402	0	0	0	0	0
chr9	112071000	112073000	36.58	0.00	0.265738398609557	3.58579999999932	0	0	1	0	1	chr9	111989001	111991000	36.6	0	0.00364011655098182	0.00364048289462226	0	0	1	0	1
chr9	112581000	112583000	42.83	0.00	1.00362728892332	13.8448135593211	1	1	1	0	3	chr9	112604001	112606000	42.77	1.5	0.00306008017938436	0.0030685367225307	1	0	0	1	2
chr9	112926000	112929000	54.55	0.00	2.62239336700921	5.51565012406973	0	3	0	1	4	chr9	113005001	113008000	54.2	0	0.0796991410170389	0.106953304073451	0	0	1	0	1
chr9	113057000	113060000	53.32	0.00	9.05018359322031	15.9771511627939	1	1	0	0	2	chr9	113154001	113157000	53.26	18.3666666666667	0.414877292359307	0.415136575626173	1	1	0	0	2
chr9	113169000	113173000	43.49	0.00	15.3074808189236	24.4939723502305	0	0	0	0	0	chr9	113177001	113181000	43.87	0.75	0.115329873759013	0.115340054982565	0	1	1	0	2
chr9	113526000	113527000	53.85	0.00	5.08809814522569	22.4587599999722	0	1	0	1	2	chr9	113504001	113505000	53.9	0	0.503659793814466	0.503659793814466	0	0	1	0	1
chr9	113801000	113803000	55.32	0.00	0.928136482391011	5.43000961538208	0	0	0	0	0	chr9	113706001	113708000	55.45	0	0.162376148101552	0.162490033731999	0	2	0	0	2
chr9	113914000	113917000	38.52	0.00	13.1068016385071	25.9538991097931	0	0	0	0	0	chr9	113931001	113934000	38	0	0.00147997661504349	0.00147997661504349	0	0	0	0	0
chr9	113978000	113980000	45.68	0.00	6.25593337792981	7.1603296398892	1	0	0	0	1	chr9	113938001	113940000	45.7	0	0.00148013853396045	0.00148143932557265	1	0	0	1	2
chr9	114005000	114007000	45.88	0.00	18.9568376359996	27.793129411764	0	0	0	0	0	chr9	114095001	114097000	45.85	0	0.0689062294174889	0.0697096633144586	1	0	0	0	1
chr9	114698000	114699000	40.16	0.00	0.808723754137689	3.63488549618253	0	0	0	0	0	chr9	114632001	114633000	40.2	0	0.154529982866993	0.154529982866993	0	0	0	0	0
chr9	115039000	115041000	30.58	0.00	0.406458671864497	3.25842007434917	0	0	0	0	0	chr9	115064001	115066000	28.6	0	0.184764296628622	0.190160807227663	0	0	0	0	0
chr9	115995000	115997000	42.18	0.00	5.54472423199655	11.2443195329088	1	0	1	0	2	chr9	115989001	115991000	42.2	0	0.269013916334047	0.277054840646324	0	0	0	0	0
chr9	116191000	116193000	38.98	0.00	2.27699654666749	7.58679052823323	2	0	1	1	4	chr9	116230001	116232000	39	0	0.0175235822463688	0.0175350264548292	0	0	0	0	0
chr9	116725000	116726000	35.86	0.00	0.702353399076591	9.98823880596699	0	0	0	0	0	chr9	116738001	116739000	36	0	0.413779793779427	0.655131086140353	0	0	0	0	0
chr9	116820000	116824000	45.61	0.00	13.0243227547031	23.2729698275856	0	0	1	0	1	chr9	116857001	116861000	45.6	0	0.0259550670499257	0.0268403448979361	0	2	1	1	4
chr9	117427000	117430000	36.50	2.03	15.5919415462168	28.6858210947928	0	0	1	0	1	chr9	117351001	117354000	36.5	0	0.215764970979427	0.21614428269849	0	1	0	0	1
chr9	117755000	117757000	35.88	10.44	1.91091001888975	5.84043243242918	0	0	0	0	0	chr9	117839001	117841000	35.85	0	0.471693220542823	0.535881221681409	2	0	0	0	2
chr9	117825000	117827000	38.83	0.00	15.0694177169023	39.7963108108116	1	0	1	0	2	chr9	117820001	117822000	38.85	0	0.000659941222985881	0.000660797830243905	0	0	0	0	0
chr9	117854000	117855000	30.77	0.00	1.00728094744425	5.97409782608338	0	0	1	0	1	chr9	117810001	117811000	31	0	0.000701589700001022	0.00145945946191991	0	0	1	0	1
chr9	118066000	118067000	37.16	0.00	2.2793166017908	3.67659012131748	1	0	0	0	1	chr9	118023001	118024000	37.1	0	0.441918976279934	0.450069767441531	0	0	0	1	1
chr9	118163000	118165000	33.23	0.00	1.35411581876459	3.38917768595061	2	0	0	1	3	chr9	118156001	118158000	32.95	0	0.140192001149521	0.140340037711872	1	0	0	1	2
chr9	118484000	118487000	34.07	0.33	14.0698196534335	20.0242564102528	0	1	0	0	1	chr9	118404001	118407000	33.9333333333333	0	0.0539801577205531	0.0539801577205531	0	0	0	0	0
chr9	119126000	119128000	40.73	0.00	8.11552507370135	10.5207304236203	1	1	1	0	3	chr9	119136001	119138000	40.65	0	0.195515513834184	0.479820250927629	0	0	0	0	0
chr9	119222000	119224000	40.43	0.00	4.60429516045853	9.22362992126031	0	2	0	0	2	chr9	119317001	119319000	40.55	0	0.0808000000000261	0.0808000000000261	0	0	0	0	0
chr9	119716000	119717000	39.86	0.00	6.01577858802028	9.87594005847999	0	0	0	0	0	chr9	119641001	119642000	40	0	0.00120997923807621	0.00123076922766184	0	0	0	0	0
chr9	119978000	119980000	53.22	0.00	0.676804115127018	5.99639906102764	0	0	0	0	0	chr9	119990001	119992000	53.165	0.5	0.000680403699922646	0.000680403699922646	0	0	0	0	0
chr9	120545000	120548000	48.91	0.33	3.36202916152034	6.32884991568397	1	1	1	0	3	chr9	120506001	120509000	49.3333333333333	0	0.0063191611600795	0.00633768466185807	0	0	0	0	0
chr9	121720000	121722000	32.88	0.00	11.0423250547153	23.3154285714201	0	0	0	0	0	chr9	121670001	121672000	32.9	0	0.000249966163866284	0.000251477991678749	0	0	0	0	0
chr9	122009000	122012000	52.25	0.00	8.99882875527392	19.0629297124596	3	0	0	0	3	chr9	121984001	121987000	52.4666666666667	8.33333333333333	0.362786010454473	0.385870238022708	2	1	0	0	3
chr9	122267000	122270000	41.02	0.00	16.025071463937	17.854350000016	0	0	0	0	0	chr9	122313001	122316000	41.0333333333333	0	0.336729658886092	0.336810043573478	0	0	0	0	0
chr9	122840000	122843000	38.09	0.00	4.54472830560908	18.8645384615274	1	0	0	0	1	chr9	122744001	122747000	38.1333333333333	0	0.0290911257734403	0.0290930926377592	1	0	1	1	3
chr9	123087000	123088000	51.15	0.00	1.37229332635696	5.98740999999791	0	2	0	0	2	chr9	123050001	123051000	51.1	0	0.194936069220592	0.197321212118653	0	0	0	0	0
chr9	123689000	123691000	60.27	0.00	1.91303045761793	6.27243990573459	0	0	0	0	0	chr9	123687001	123689000	59.7	0	0.469499874086781	0.469499874086781	0	1	0	1	2
chr9	124503000	124506000	57.35	0.00	17.4062175328065	34.5647558139696	2	0	0	0	2	chr9	124571001	124574000	56.7966666666667	19.5666666666667	0.237417855410655	0.237431548892304	0	0	0	0	0
chr9	124651000	124653000	35.88	0.00	8.35239451452037	22.4883999999992	1	0	0	0	1	chr9	124685001	124687000	35.7	0	0.278504326653803	0.293329771315101	0	0	0	0	0
chr9	124793000	124795000	46.63	0.00	2.26521802117976	8.14124999988053	1	0	0	0	1	chr9	124700001	124702000	46.135	24.5	0.526580909386709	0.57346535555027	0	0	0	0	0
chr9	125893000	125895000	40.53	0.00	1.92655197276863	3.37271219512154	0	0	0	0	0	chr9	125977001	125979000	40.52	18.8	0.400416040928314	0.425529929577326	0	0	0	0	0
chr9	126025000	126032000	39.24	0.00	9.53881353197547	10.6472500001473	2	0	1	2	5	chr9	126004001	126011000	38.6714285714286	0	0.573358529073479	0.643769024499437	0	1	0	1	2
chr9	126035000	126036000	45.25	0.00	0.865564156724936	8.24066964285716	0	0	0	0	0	chr9	125946001	125947000	45.2	0	0.596262556025995	0.663639658847845	0	0	0	0	0
chr9	126461000	126462000	58.64	0.00	1.34197941081158	3.17510958904353	0	1	0	0	1	chr9	126409001	126410000	59	0	0.308847637520278	0.407431235431847	0	0	0	0	0
chr9	126516000	126518000	47.33	0.00	7.96514359393565	24.8034499999903	1	1	0	0	2	chr9	126609001	126611000	47.55	0	0.225307965950244	0.225749405234667	0	0	0	0	0
chr9	126568000	126570000	41.88	0.00	12.0050104903356	16.0558571428088	0	0	0	0	0	chr9	126542001	126544000	42.35	0	0.0462372711990243	0.0484749806650696	0	0	0	0	0
chr9	127211000	127212000	49.35	0.00	0.837564824022263	10.4326183745637	0	0	0	0	0	chr9	127161001	127162000	49.4	0	0.119263813566621	0.932756653992847	0	0	1	0	1
chr9	127762000	127764000	53.52	0.00	3.86339131368371	4.22944217687126	0	0	0	0	0	chr9	127769001	127771000	53.6	0	0.00017987314550282	0.000179988124192415	0	0	0	0	0
chr9	127963000	127965000	46.56	41.83	7.07807536272347	7.241120256547	0	0	0	0	0	chr9	128038001	128040000	46.565	18.7	0.1508172937968	0.152209986320345	0	0	0	0	0
chr9	128105000	128107000	59.42	0.00	5.53973983074868	20.362500000374	0	0	1	0	1	chr9	128051001	128053000	59.7	0	0.187539402578308	0.188720127405978	0	0	1	0	1
chr9	128392000	128393000	37.96	0.00	0.876172906556411	3.64484232365208	0	1	1	1	3	chr9	128390001	128391000	38.08	1	0.180093454669069	0.180674846625749	0	0	0	0	0
chr9	128695000	128697000	39.43	0.00	3.90134756253567	13.6316666666971	0	0	0	0	0	chr9	128698001	128700000	39.65	0	0.486437438552897	0.522090276554682	0	0	0	0	0
chr9	128777000	128780000	48.93	6.96	0.554554766389528	7.72665432098474	0	0	0	0	0	chr9	128741001	128744000	48.9666666666667	0	0.33038205434775	0.343226994270991	0	1	0	1	2
chr9	128874000	128875000	57.24	0.00	1.08528352717981	8.68966083151113	1	0	0	0	1	chr9	128851001	128852000	57.23	0.4	0.0928799999998703	0.0928799999998703	0	0	0	0	0
chr9	128896000	128899000	53.08	0.00	1.95999895325919	8.22387500003667	0	1	0	0	1	chr9	128846001	128849000	53.2466666666667	0.333333333333333	0.092756412306079	0.0929400249681016	0	1	1	2	4
chr9	129224000	129226000	39.83	0.00	4.15484078966071	4.4727708333312	0	0	0	0	0	chr9	129152001	129154000	39.71	0.65	0.565679192596153	0.965899697027778	0	0	0	0	0
chr9	129246000	129248000	52.32	0.00	5.49138060806689	14.6742307691826	0	1	0	0	1	chr9	129305001	129307000	52.65	0	0.569205204609042	1.10923939547689	0	0	0	0	0
chr9	129441000	129443000	53.57	0.00	19.2700776000954	49.9663076922773	0	0	0	0	0	chr9	129370001	129372000	53.45	0	0.560590471398217	0.577799853726385	0	0	0	0	0
chr9	129874000	129876000	42.73	0.00	3.53027633349715	4.79152941176328	2	1	0	0	3	chr9	129791001	129793000	42.75	0	0.0487912011867787	0.0923694286871858	0	0	0	0	0
chr9	130378000	130381000	58.91	0.33	4.44429526950155	4.45299999999804	0	0	0	0	0	chr9	130417001	130420000	58.7	0	0.205254816440378	0.413158368478462	0	0	0	0	0
chr9	130493000	130495000	50.17	0.00	7.92310018800917	7.92310280373851	0	0	2	0	2	chr9	130549001	130551000	50.2	0	0.239787423924496	0.240130411544616	1	0	0	0	1
chr9	131272000	131276000	54.08	5.30	15.0333868985896	30.0322790697671	0	0	2	0	2	chr9	131338001	131342000	54.75	8.175	0.608946844645902	0.745074963689684	0	0	0	0	0
chr9	131775000	131778000	45.65	0.00	15.4144154265186	47.6389999998901	0	0	0	0	0	chr9	131684001	131687000	45.5333333333333	0	0.29720099565826	0.297552774128676	0	1	1	1	3
chr9	131816000	131817000	51.25	0.00	0.834932055451382	5.00788235294214	0	0	0	1	1	chr9	131843001	131844000	51.3	0	0.205898052546718	0.56646975088967	1	0	0	0	1
chr9	131850000	131852000	46.18	0.00	10.9929456171114	49.9381222222231	0	0	0	1	1	chr9	131756001	131758000	46.15	0	0.0605983076636695	0.06080995007776	0	0	0	1	1
chr9	132447000	132450000	45.38	0.00	12.361428690121	24.9151039603957	1	0	0	0	1	chr9	132540001	132543000	45.1666666666667	0.7	0.178535276641337	0.430786723163948	2	1	1	0	4
chr9	132510000	132512000	52.32	0.00	13.7842400511425	17.0949000757002	0	1	1	1	3	chr9	132476001	132478000	52.55	0	0.429647004360334	1.24401529986679	1	0	1	0	2
chr9	132637000	132639000	53.47	0.00	3.79289728465251	5.69051293103351	2	1	0	1	4	chr9	132651001	132653000	53.45	0	0.00134027939850944	0.0013409837575966	0	1	0	0	1
chr9	133007000	133009000	49.58	0.00	4.73629095676881	6.15969230770693	0	0	0	0	0	chr9	133104001	133106000	48.5	0	0.464013755677617	0.465784395438111	1	0	1	0	2
chr9	133024000	133027000	44.39	0.00	8.24388544119934	12.7017623762374	0	1	1	0	2	chr9	132960001	132963000	44.6333333333333	0	0.249989692810424	0.250113957233222	0	1	1	0	2
chr9	133148000	133150000	57.82	0.00	21.5676898577495	21.5677142857008	0	1	0	1	2	chr9	133174001	133176000	57.95	0	0.578367218582242	0.703804322217796	0	0	0	0	0
chr9	133465000	133469000	57.49	0.00	16.0789426140269	32.0974999999635	0	2	2	0	4	chr9	133485001	133489000	57.425	16.625	0.599164985985791	0.767817840711115	0	0	0	0	0
chr9	133795000	133802000	51.84	0.00	7.48626896586518	8.87974087591317	1	0	0	0	1	chr9	133823001	133830000	51.8142857142857	0	0.442752229223126	0.450606420728863	1	0	0	0	1
chr9	133812000	133814000	61.57	0.00	11.3694005803492	18.5862450331109	0	0	0	0	0	chr9	133837001	133839000	61.5	0	0.578042861824347	0.601550119254433	1	0	1	0	2
chr9	133857000	133860000	42.60	0.03	13.3047694242748	13.3555853658547	0	0	0	0	0	chr9	1528807						0	0	0	0	0
chr9	134104000	134107000	59.91	0.00	12.9950921648404	13.5290163934396	0	0	2	0	2	chr9	134046001	134049000	60.5666666666667	0	0.491715310894103	0.680800111877707	0	0	1	1	2
chr10	160000	163000	39.52	0.00	12.1457697439925	27.4648260869561	0	0	0	0	0	chr10	173001	176000	39.3633333333333	0.333333333333333	0.0193339472089268	0.0193570792957595	0	1	1	0	2
chr10	230000	231000	45.25	0.00	1.83432296425705	9.43780952380956	0	0	0	0	0	chr10	157001	158000	45.3	0	0.141016857077977	0.142750445632751	0	0	1	0	1
chr10	248000	251000	37.52	0.00	9.09833801390199	13.9208799392097	0	0	0	0	0	chr10	244001	247000	37.4666666666667	0	0.278805789775222	0.743827293288624	0	0	1	0	1
chr10	423000	426000	50.45	0.33	18.185689941617	18.1856918918916	0	2	0	0	2	chr10	492001	495000	50.5566666666667	14.6666666666667	0.33244873904546	0.548643487897852	0	0	0	1	1
chr10	508000	509000	38.56	0.00	0.778610698963986	4.11662406015112	0	0	0	0	0	chr10	504001	505000	38.5	0	0.00392952424081559	0.00393413173680561	0	0	0	0	0
chr10	565000	566000	58.54	0.00	5.92754910094105	13.1401290322584	1	0	0	0	1	chr10	555001	556000	58.5	0	0.00058997145568519	0.000590425532238364	0	0	0	0	0
chr10	771000	773000	58.51	5.20	5.07148407528594	33.1865454545447	0	0	1	0	1	chr10	793001	795000	57.35	0	0.0314494839371781	0.0392277515725726	0	0	0	0	0
chr10	795000	799000	45.44	0.00	9.25090352704334	15.7997096774196	1	0	0	1	2	chr10	788001	792000	45.5	0	0.268905164531042	0.305719374606366	0	2	0	0	2
chr10	865000	867000	46.23	0.00	1.83510850112276	7.14135060975603	0	0	0	0	0	chr10	891001	893000	46.2	0	0.151049526354686	0.501344170233602	0	0	0	0	0
chr10	1252000	1256000	42.19	0.00	3.58268614290354	6.8297102914932	0	1	0	0	1	chr10	1170001	1174000	41.75	0	0.0106500746551165	0.0106500917513231	0	0	0	0	0
chr10	1358000	1360000	57.67	0.00	4.09188610886833	9.82333333339132	2	0	0	0	2	chr10	1289001	1291000	57.1	0	0.450189885107195	0.45077596866876	0	0	0	1	1
chr10	1419000	1420000	46.75	0.00	0.565091623779853	3.88700000000005	0	0	0	0	0	chr10	1372001	1373000	46.7	0	0.0521033740869167	0.0770607287446138	2	0	0	0	2
chr10	1684000	1686000	55.52	0.00	0.216157183779619	5.59641911764723	0	1	0	0	1	chr10	1661001	1663000	55.05	0	0.450534800660437	0.513866418528657	0	0	0	2	2
chr10	1812000	1814000	47.68	0.00	6.92600848960358	15.7823124999936	1	0	0	0	1	chr10	1768001	1770000	47.7	0	0.169122568730884	0.169944931475169	0	1	0	1	2
chr10	2345000	2348000	33.96	4.93	6.05721105712409	6.06449999997949	2	0	1	1	4	chr10	2373001	2376000	33.8666666666667	0	0.332369989235037	0.674604467258616	1	1	0	3	5
chr10	2515000	2516000	55.72	3.00	0.37684532216106	16.6315409836055	0	0	0	0	0	chr10	1531439						0	0	0	0	0
chr10	2702000	2707000	40.33	14.52	17.2877372774614	28.271459833795	0	1	0	0	1	chr10	2790001	2795000	40.42	0	0.0214659013535841	0.0215431428530391	1	1	0	0	2
chr10	3057000	3063000	47.09	0.00	5.44158441336028	8.73025120772977	0	0	1	0	1	chr10	3011001	3017000	47.2166666666667	0	0.228327202173787	0.400097689402723	1	4	2	0	7
chr10	3075000	3076000	56.34	0.00	0.738602500399498	7.76410752688471	0	1	0	0	1	chr10	3144001	3145000	56.4	0	0.0678232664853935	0.0750698254365429	0	0	1	0	1
chr10	3286000	3288000	41.73	0.00	6.61093991261736	6.61680000002889	0	0	1	0	1	chr10	3269001	3271000	41.5	0	0.249784626418138	0.252269863906625	0	0	1	1	2
chr10	3310000	3312000	44.53	0.00	18.0473199686411	18.0473243243292	0	0	0	0	0	chr10	3340001	3342000	44.3	0	0.240822610061369	0.243969862226294	0	1	1	1	3
chr10	3313000	3316000	46.15	0.00	10.1832040527791	18.265999999926	0	1	0	0	1	chr10	3319001	3322000	46.0666666666667	0	0.592644431753561	0.59280566042394	0	0	1	0	1
chr10	3434000	3437000	55.01	0.00	4.66191205217522	14.7732222222253	1	0	0	0	1	chr10	3531001	3534000	55.6666666666667	0	0.419909141875516	0.725027816968175	0	1	0	0	1
chr10	3646000	3648000	41.63	0.00	12.7719704632498	20.1795799601859	0	0	1	0	1	chr10	3636001	3638000	41.675	0.5	0.251609796573202	0.281415062111873	2	1	0	2	5
chr10	3949000	3951000	39.23	0.00	11.9711883317648	13.8022703124996	0	2	1	0	3	chr10	3943001	3945000	39.425	21.6	0.234188246201188	0.253540248807322	1	0	0	0	1
chr10	3981000	3983000	47.43	0.00	9.41785946567649	9.65085103785103	0	1	1	0	2	chr10	3934001	3936000	47.15	0	0.56891825107628	0.601300211416662	0	0	0	0	0
chr10	4315000	4317000	40.78	0.00	4.57972931939678	9.52093909348436	1	0	0	0	1	chr10	4395001	4397000	40.9	0	0.250512042894441	0.250545043987539	0	0	0	0	0
chr10	4628000	4630000	38.88	0.00	11.5584567426909	43.2575454545424	1	0	0	0	1	chr10	4702001	4704000	38.8	0	0.384222000840839	0.432395843185866	0	0	0	2	2
chr10	4735000	4738000	36.49	0.00	5.68642392186965	5.85072173913115	0	1	1	3	5	chr10	4670001	4673000	36.5666666666667	0	0.0856456976871392	0.0857466231875732	1	0	0	1	2
chr10	4892000	4893000	38.66	0.00	6.86243512481566	15.4482019704428	0	0	0	0	0	chr10	4904001	4905000	38.6	0	0.603313940012722	0.61645695364221	0	0	0	0	0
chr10	4905000	4907000	35.18	0.00	11.9382072091762	32.8138193411267	0	1	0	1	2	chr10	4912001	4914000	35.3	0	0.281783808799298	0.283725212905259	0	0	1	0	1
chr10	5190000	5191000	47.85	0.00	1.65879420179958	7.1708598130822	0	0	0	0	0	chr10	5199001	5200000	47.6	0	0.0869411928331015	0.0874695652179941	0	0	0	0	0
chr10	5302000	5304000	44.28	0.00	3.71876402809502	24.3943333333997	1	0	0	0	1	chr10	5218001	5220000	44.1	0	0.216751155777659	0.333809922759286	0	0	0	0	0
chr10	6130000	6132000	40.73	0.00	12.1310521352006	13.3085384615365	0	1	0	0	1	chr10	6157001	6159000	40.3	0	0.00867401167176194	0.00872982120052513	0	0	0	0	0
chr10	6388000	6395000	50.93	4.34	4.60988110376184	5.97434991843396	0	2	2	0	4	chr10	6305001	6312000	49.2171428571429	18.3714285714286	0.182187888674254	0.958783643238928	0	0	0	0	0
chr10	6604000	6606000	46.98	0.00	5.19186543348048	18.0296200396825	1	1	1	1	4	chr10	6537001	6539000	47.2	0	0.00598302873877741	0.00598995146438787	0	0	0	1	1
chr10	6751000	6754000	42.59	0.33	12.5780944364575	12.6434751773051	1	0	0	0	1	chr10	6785001	6788000	42.6	0	0.398474352745932	0.567133894906148	0	0	0	1	1
chr10	6765000	6769000	46.61	0.00	16.004601406447	22.2328947368408	0	1	2	1	4	chr10	6739001	6743000	48.0825	0.25	0.00202007169486356	0.00202023585828755	3	0	0	0	3
chr10	6813000	6815000	32.63	0.00	12.0557900006684	12.0558000000005	0	0	0	0	0	chr10	1535647						0	0	0	0	0
chr10	6870000	6874000	38.09	0.00	26.7095738895168	29.655315789473	2	1	1	2	6	chr10	6835001	6839000	38.275	0	0.00547925162645121	0.00548630589546802	0	1	1	0	2
chr10	7229000	7230000	41.36	0.00	0.433760386975324	7.90429921259716	0	0	0	0	0	chr10	7216001	7217000	41.3	0	0.00173845067352875	0.00183981042652889	0	0	0	0	0
chr10	7553000	7556000	46.58	0.00	9.91351497285702	19.5553333333334	0	0	1	1	2	chr10	7516001	7519000	46.4666666666667	0	0.420050076097683	1.13508064781616	0	0	1	0	1
chr10	7605000	7606000	43.06	0.00	0.525573700694102	4.50918859649176	0	0	0	0	0	chr10	7590001	7591000	43.1	0	0.00842984786891936	0.00843396226430758	0	0	3	0	3
chr10	7685000	7687000	51.26	14.79	8.64132527132327	8.78154545454312	1	0	0	0	1	chr10	7747001	7749000	51.4	0	0.102867747558935	0.103115297942638	1	0	0	1	2
chr10	8619000	8623000	42.99	0.00	13.2974075857993	23.1694712230211	2	0	2	0	4	chr10	8550001	8554000	43.0325	21.625	0.101205126797799	0.101332429313397	1	0	2	0	3
chr10	8995000	8997000	36.58	0.00	5.01737588415719	16.7414497767854	0	0	0	0	0	chr10	8981001	8983000	36.525	6.85	0.111496588179174	0.278310207190841	0	0	1	0	1
chr10	9030000	9031000	34.27	0.00	1.48628228638297	7.75431343283426	1	0	0	1	2	chr10	9029001	9030000	34.3	0	0.0171607372643372	0.0615983606558373	0	0	1	0	1
chr10	10013000	10015000	30.58	0.00	0.458930362066035	3.26762820512733	0	0	0	0	0	chr10	10012001	10014000	30.55	0	0.378994035323211	1.63406410253461	0	0	0	0	0
chr10	10261000	10264000	33.12	0.00	5.07189418897436	6.01792110091825	0	0	0	0	0	chr10	10308001	10311000	34.7	0	0.287590489319398	0.297173735416721	1	0	0	0	1
chr10	10351000	10353000	44.43	0.00	2.06773686434544	3.22790123456719	0	0	0	0	0	chr10	10343001	10345000	43.45	0	0.420592443973582	0.421134212528673	0	0	0	0	0
chr10	10374000	10378000	42.40	0.25	16.6239300684144	23.0406196629213	0	0	2	0	2	chr10	10320001	10324000	41.84	16.275	0.113434131565844	0.119385162827182	0	0	0	0	0
chr10	10871000	10874000	38.95	5.80	20.1825654847538	44.2151501501503	0	1	1	2	4	chr10	10777001	10780000	38.8666666666667	0	0.311478389805014	0.480456843942489	2	0	0	0	2
chr10	10886000	10889000	42.19	0.00	4.31943427022572	5.82949999999974	0	2	2	1	5	chr10	10959001	10962000	42.1333333333333	0	0.274278115683895	0.286081191792128	3	1	0	0	4
chr10	11503000	11506000	41.85	0.00	3.21062896272899	7.09117014613784	1	0	2	2	5	chr10	11423001	11426000	41.7333333333333	0	0.182475572243223	0.18289666663533	2	0	1	2	5
chr10	11644000	11645000	52.65	0.00	0.833903075522769	4.99313793103158	0	0	0	0	0	chr10	11640001	11641000	52.9	0	0.00328951271547193	0.00329096990048202	0	0	0	0	0
chr10	11939000	11942000	45.85	0.00	12.1533231750537	21.5091666667225	1	1	0	0	2	chr10	11955001	11958000	45.4133333333333	2.7	0.598499976328555	0.599790180841059	0	1	1	0	2
chr10	12016000	12018000	50.77	0.00	11.2440565845231	23.0236797627875	0	0	0	2	2	chr10	11983001	11985000	51.2	0	0.178025080462251	0.195501778568641	0	0	0	0	0
chr10	12064000	12066000	52.87	0.00	14.1529094837073	17.1891205673769	0	0	0	0	0	chr10	12036001	12038000	52.85	0	0.256807165952075	0.256879112671235	0	0	1	0	1
chr10	12088000	12090000	49.18	0.00	1.9932309707827	5.226231292519	0	0	0	0	0	chr10	12033001	12035000	49.2	0	0.256855257618524	0.256870681245216	0	1	0	0	1
chr10	12168000	12171000	50.54	1.23	19.634260064467	19.6342619926203	0	0	0	0	0	chr10	12101001	12104000	50.4666666666667	0	0.458701691877678	0.458790073595716	2	0	1	0	3
chr10	12383000	12385000	42.28	0.00	1.62952425760524	5.95196000002034	0	0	0	1	1	chr10	12454001	12456000	42.7	0	0.367146306396771	0.367239854357762	0	1	0	0	1
chr10	12781000	12782000	39.36	0.00	5.253792023576	14.9822993197241	1	0	0	0	1	chr10	12698001	12699000	39.4	0	0.10727196091268	0.107370000000325	0	0	0	1	1
chr10	13135000	13136000	52.95	0.00	0.766808135506742	6.3479500000085	0	0	0	0	0	chr10	13145001	13146000	53	0	0.000120330388707414	0.000181818160688801	0	0	0	0	0
chr10	13421000	13422000	43.16	0.00	0.35047563405921	3.90455978260987	0	1	1	0	2	chr10	13386001	13387000	43.2	0	0.00111986436850208	0.0011200828164377	1	0	0	0	1
chr10	13433000	13435000	40.78	0.00	4.09878761996083	6.30017391303345	0	1	1	0	2	chr10	13495001	13497000	40.9	0	0.321039233555291	0.321060016005142	0	0	0	1	1
chr10	13462000	13465000	40.99	0.00	9.91311008420498	9.91311134903513	0	0	1	0	1	chr10	13511001	13514000	40.9	0	0.105968650733015	0.107506395786215	0	1	0	1	2
chr10	13816000	13817000	51.85	0.00	1.87277254221229	6.68557692307121	0	0	0	0	0	chr10	13762001	13763000	52.1	0	0.000900118701909895	0.000916666648562467	1	0	1	0	2
